isbn,title,authors,publication_year,average_rating,ratings_count
810949148,"The Problem Child (The Sisters Grimm, #3)","Michael Buckley, Peter Ferguson",2006,4.27,15353
195170342,Washington's Crossing,David Hackett Fischer,2003,4.11,10445
679783482,Shalimar the Clown,Salman Rushdie,2005,3.86,10396
688172377,Desert Flower,"Waris Dirie, Cathleen Miller",1998,4.09,9609
345467817,Halo: First Strike,Eric S. Nylund,2003,4.12,9670
1861977166,In Search of Excellence: Lessons from America's Best-Run Companies,"Tom Peters, Robert H. Waterman Jr.",1982,3.91,9469
316239992,First Love,"James Patterson, Emily Raymond",2013,3.76,9890
1401204457,"The Batman Chronicles, Vol. 1","Bill Finger, Gardner F. Fox, Bob Kane, Jerry Robinson, Sheldon Moldoff",2005,3.99,9593
307730697,Fearless: The Heroic Story of One Navy SEAL's Sacrifice in the Hunt for Osama Bin Laden and the Unwavering Devotion of the Woman Who Loved Him,Eric Blehm,2012,4.53,7793
1434764338,"Waterfall (River of Time, #1)",Lisa Tawn Bergren,2011,4.04,15884
385682824,"The Love Song of Miss Queenie Hennessy (Harold Fry, #2)",Rachel Joyce,2014,4.04,10730
345435753,"Morgawr (The Voyage of the Jerle Shannara, #3)",Terry Brooks,2002,3.96,12797
340752459,September,Rosamunde Pilcher,1990,4.12,12412
1884214495,The Last Question,"Isaac Asimov, Bob E. Flick, Jim Gallant",1956,4.58,11762
140189424,Henderson the Rain King,"Saul Bellow, Luciano Bianciardi",1959,3.79,11226
451209435,Fear of Flying,Erica Jong,1973,3.44,13061
316176044,Red Riding Hood,"Sarah Blakley-Cartwright, David Leslie Johnson, Catherine Hardwicke",2011,3.51,14220
9381626715,Stay Hungry Stay Foolish,Rashmi Bansal,2008,3.62,8598
140568190,The Giraffe and the Pelly and Me,"Roald Dahl, Quentin Blake",1985,3.8,14180
1250039819,Shotgun Lovesongs,Nickolas Butler,2014,3.78,9878
440240956,"The Death of Kings (Emperor, #2)",Conn Iggulden,2004,4.25,10633
375435484,French Women Don't Get Fat: The Secret of Eating for Pleasure,Mireille Guiliano,2004,3.48,10584
061858532X,"A Certain Slant of Light (Light, #1)",Laura Whitcomb,2005,3.83,16769
1416936408,"The Uglies Trilogy (Uglies, #1-3)",Scott Westerfeld,2007,4.06,13405
62311115,The Bone Tree,Greg Iles,2015,4.18,8055
312939779,False Impression,Jeffrey Archer,2005,3.67,10338
1926760689,I Wrote This For You,"pleasefindthis, Iain S. Thomas, Jon Ellis",2011,4.17,11533
1400049350,Barefoot in Paris,"Ina Garten, Quentin Bacon",2004,4.19,11128
1591163595,"Naruto, Vol. 05: Exam Hell (Naruto, #5)",Masashi Kishimoto,2000,4.44,13122
60589353,"Away Laughing on a Fast Camel (Confessions of Georgia Nicolson, #5)",Louise Rennison,2004,4.06,14351
61626317,"Splendor (Luxe, #4)",Anna Godbersen,2009,3.84,16276
1582870950,The Professor,Charlotte Brontë,1857,3.56,12140
451234863,"Drink Deep (Chicagoland Vampires, #5)",Chloe Neill,2011,4.12,21860
698400011,The Little Mermaid,"Hans Christian Andersen, Lisbeth Zwerger, Anthea Bell",1836,4.02,14361
60525134,"Big Boned (Heather Wells, #3)",Meg Cabot,2007,3.84,17672
802131867,The Subterraneans,Jack Kerouac,1958,3.68,10325
745917437,The Tale of Three Trees,"Angela Elwell Hunt, Tim Jonke",1989,4.52,13226
1593072953,"Sin City, Vol. 3: The Big Fat Kill (Sin City, #3)",Frank Miller,1994,4.1,12625
7120842,"The Moving Finger (Miss Marple, #4)",Agatha Christie,1942,3.84,15142
042516098X,"Hornet's Nest (Andy Brazil, #1)",Patricia Cornwell,1996,3.28,12973
785267239,The Sacred Romance Drawing Closer To The Heart Of God,"John Eldredge, Brent Curtis",1997,4,9882
590590898,There's a Boy in the Girls' Bathroom,Louis Sachar,1987,3.95,12732
037321099X,"Crash into You (Pushing the Limits, #3)",Katie McGarry,2013,4.28,21136
375504877,Colonel Roosevelt,Edmund Morris,2010,4.1,12745
081120958X,Selected Poems,"William Carlos Williams, Charles Tomlinson",1949,4.15,11740
553100351,"Vision of the Future (Star Wars: The Hand of Thrawn, #2)",Timothy Zahn,1998,4.06,11657
4103534230,"1Q84 BOOK 2 (1Q84, #2)",Haruki Murakami,2009,4.04,9668
60724560,"Princess on the Brink (The Princess Diaries, #8)",Meg Cabot,2006,3.7,17654
140435476,The Woodlanders,"Thomas Hardy, Patricia Ingham",1887,3.82,10835
312591845,Tempting Fate,Jane Green,2014,3.59,9882
385524927,While My Sister Sleeps,Barbara Delinsky,2009,3.82,12719
142000957,Killing Pablo: The Hunt for the World's Greatest Outlaw,Mark Bowden,2001,3.93,9469
1451672721,Gold,Chris Cleave,2012,3.68,6997
1554682746,"Wondrous Strange (Wondrous Strange, #1)",Lesley Livingston,2009,3.69,17738
60731427,How Soccer Explains the World,Franklin Foer,2004,3.76,9231
141183047,The Book of Disquiet,"Fernando Pessoa, Richard Zenith",1913,4.5,9115
1401232086,"Batman: Earth One, Volume 1","Geoff Johns, Gary Frank, Jon Sibal, Brad Anderson, Rob Leigh",2012,4.06,11302
159448841X,Some Assembly Required: A Journal of My Son's First Son,"Anne Lamott, Sam Lamott",2012,3.61,10547
425204332,"Undead and Unappreciated (Undead, #3)",MaryJanice Davidson,2005,3.88,18066
1455525898,"Blue Labyrinth (Pendergast, #14)","Douglas Preston, Lincoln Child",2014,4.11,9184
670022209,Malcolm X: A Life of Reinvention,Manning Marable,2011,4.2,11448
60723513,Mutant Message Down Under,Marlo Morgan,1990,3.79,9981
440244501,"Ashes of Midnight (Midnight Breed, #6)",Lara Adrian,2009,4.19,18982
081091610X,"Once Upon a Crime (The Sisters Grimm, #4)","Michael Buckley, Peter Ferguson",2007,4.26,15091
891343377,Keys to Drawing,Bert Dodson,1985,4,10004
1401213162,"Fables, Vol. 9: Sons of Empire","Bill Willingham, Mark Buckingham, Steve Leialoha, Andrew Pepoy, Gene Ha, Joshua Middleton, Iñaki Miranda, Mike Allred",2007,4.24,15232
451461991,"Embrace the Night (Cassandra Palmer, #3)",Karen Chance,2008,4.09,19294
586026193,"The Ipcress File (Secret File, #1)",Len Deighton,1962,3.94,12052
679450815,The Fannie Farmer Cookbook: Anniversary,"Marion Cunningham, Fannie Merritt Farmer, Archibald Candy Corporation",1979,4.1,12723
1450572375,"Branded (Fall of Angels, #1)",Keary Taylor,2010,3.7,9790
156478214X,The Third Policeman,Flann O'Brien,1967,4.02,10352
375424490,"Tea Time for the Traditionally Built (No. 1 Ladies' Detective Agency, #10)",Alexander McCall Smith,2009,4.11,15001
60827629,"Starlight (Warriors: The New Prophecy, #4)",Erin Hunter,2006,4.28,15719
867199032,Tintin in the Land of the Soviets (Tintin #1),"Hergé, Leslie Lonsdale-Cooper, Michael Turner",1930,3.67,10702
1439102414,"Flash and Bones (Temperance Brennan, #14)",Kathy Reichs,2011,3.86,14064
1594206627,Eileen,Ottessa Moshfegh,2015,3.38,10460
142333745X,"Creation in Death (In Death, #25)",J.D. Robb,2007,4.34,16050
670062405,Llama Llama Mad at Mama,Anna Dewdney,2007,4.28,14175
345547497,Cop Town,Karin Slaughter,2014,3.88,10660
810949792,Graffiti World: Street Art from Five Continents,"Nicholas Ganz, Tristan Manco",2004,4.01,9000
399216197,Lon Po Po: A Red-Riding Hood Story from China,Ed Young,1989,4.03,14340
316065765,The Blood of Flowers,Anita Amirrezvani,2007,3.95,11871
140367357,"Five Children and It (Five Children, #1)",E. Nesbit,1902,3.88,16059
671000314,"Flood Tide (Dirk Pitt, #14)",Clive Cussler,1985,3.88,11987
62380877,"This Savage Song (Monsters of Verity, #1)",Victoria Schwab,2016,4.14,17210
62003941,"Bloodlust (The Vampire Diaries: Stefan's Diaries, #2)","L.J. Smith, Kevin Williamson, Julie Plec",2011,4.05,11333
425226735,Branded by Fire (Psy-Changeling #6),Nalini Singh,2009,4.3,20275
1481404547,The Unexpected Everything,Morgan Matson,2016,4.07,18752
727853414,Exit to Eden,"Anne Rampling, Anne Rice",1985,3.55,11846
1423121716,Percy Jackson & the Olympians:  The Ultimate Guide,"Mary-Jane Knight, Rick Riordan",2010,4.12,14173
802120202,Alif the Unseen,G. Willow Wilson,2012,3.84,10982
345465296,The Complete Guide to Middle-Earth,"Robert Foster, J.R.R. Tolkien",1974,4.17,10280
1451655789,The Orchid House,Lucinda Riley,2010,3.8,9282
1533134138,"The Bird and the Sword (The Bird and the Sword Chronicles, #1)",Amy Harmon,2016,4.29,11705
1857231082,"The Black Unicorn (Magic Kingdom of Landover, #2)",Terry Brooks,1987,3.75,14108
743487672,The Awakening and Selected Stories,"Kate Chopin, Cynthia Brantley Johnson, Alyssa  Harad",1899,3.84,8505
316113786,Say You're One of Them,Uwem Akpan,2008,3.49,10899
547229895,"The Crossing Places (Ruth Galloway, #1)",Elly Griffiths,2009,3.87,12427
152024174,Peak (Peak #1),Roland Smith,2007,3.98,13314
99448874,"One Step Behind  (Kurt Wallander, #7)","Henning Mankell, Ebba Segerberg",1997,4.08,10619
553264907,The Devil's Alternative,Frederick Forsyth,1979,4,9927
1476799202,Faithful,Alice Hoffman,2017,4.02,12442
670038318,"Sovereign (Matthew Shardlake, #3)",C.J. Sansom,2006,4.28,11071
749932945,Envy,Sandra Brown,1999,4.15,11520
1401212409,Batman and Son,"Grant Morrison, Andy Kubert, John Van Fleet, Jesse Delperdang",2005,3.81,10188
684800012,On Food and Cooking: The Science and Lore of the Kitchen,Harold McGee,1984,4.48,10631
810993589,"Magic and Other Misdemeanors (The Sisters Grimm, #5)","Michael Buckley, Peter Ferguson",2007,4.29,15038
345519477,"In Bed with a Highlander (McCabe Trilogy, #1)",Maya Banks,2011,4.05,20529
679736638,The Confessions of Nat Turner,William Styron,1967,3.96,11535
1580628362,Please Stop Laughing at Me... One Woman's Inspirational Story,Jodee Blanco,2003,3.84,9178
345477480,"Rule of Two (Star Wars: Darth Bane, #2)",Drew Karpyshyn,2007,4.15,10269
184756190X,A Girl Like You,Gemma Burgess,2011,3.95,12117
765309416,The Android's Dream,John Scalzi,2006,3.97,11476
743217187,The Stories of Eva Luna,Isabel Allende,1988,3.96,10862
767901576,Awakening the Buddha Within: Tibetan Wisdom for the Western World,Lama Surya Das,1997,4.18,9912
316014532,Story of a Girl,Sara Zarr,2007,3.67,14282
62338307,Orphan Number Eight,Kim van Alkemade,2015,3.69,9558
399158812,"Delusion in Death (In Death, #35)",J.D. Robb,2012,4.31,13716
743435745,"Field of Dishonor (Honor Harrington, #4)",David Weber,1994,4.19,13157
1936365537,How Music Works,David Byrne,2012,3.95,10163
1250019699,Save the Date,Mary Kay Andrews,2014,3.87,11080
965913228,Oracle Night,Paul Auster,2004,3.77,8827
575073608,"Time and Again (Time, #1)",Jack Finney,1970,3.98,11251
882706306,Run Baby Run,"Nicky Cruz, Jamie Buckingham",1969,4.21,10697
452264014,Fences (The Century Cycle #6),August Wilson,1986,3.84,11991
340863684,Tortured for Christ N/E,Richard Wurmbrand,1940,4.34,9622
1250076927,The Two-Family House,Lynda Cohen Loigman,2016,3.94,9395
6280943,Miracles,C.S. Lewis,1947,4.08,10821
1598878735,"The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else","Daniel Coyle, John Farrell",2009,4.07,10334
670016381,Dear Daughter,Elizabeth Little,2014,3.44,10004
140284125,"The Inimitable Jeeves (Jeeves, #2)",P.G. Wodehouse,1923,4.26,7376
786901896,"Dragons of Summer Flame (Dragonlance: The Second Generation, #2)","Margaret Weis, Tracy Hickman",1995,3.84,11465
446402400,"The Secret Speech (Leo Demidov, #2)",Tom Rob Smith,2009,3.78,9880
307272583,"Star Island (Skink, #6)",Carl Hiaasen,2010,3.44,11806
345495160,Un Lun Dun,China Miéville,2007,3.81,13243
1421506262,"Death Note, Vol. 5: Whiteout (Death Note, #5)","Tsugumi Ohba, Takeshi Obata",2005,4.35,15786
1401324436,"Heat Rises (Nikki Heat, #3)",Richard Castle,2011,3.92,12449
805080759,Homicide: A Year on the Killing Streets,David Simon,1991,4.38,10279
425183238,"Mrs. Mike (Mrs. Mike, #1)","Benedict Freedman, Nancy Freedman",1947,4.13,12826
1476791619,A Work in Progress,Connor Franta,2015,4.36,14397
62285505,The Enchanted,Rene Denfeld,2014,3.96,11515
718155181,"The Left Hand of God (The Left Hand of God, #1)",Paul  Hoffman,2010,3.66,10638
006221635X,How to Love,Katie Cotugno,2013,3.73,12515
375758232,Paris to the Moon,Adam Gopnik,2000,3.75,11065
385613504,You Against Me,Jenny Downham,2010,3.7,15118
439717000,A Dog's Life: The Autobiography of a Stray,Ann M. Martin,2005,4.18,11112
439441722,"The Will of the Empress (Circle Reforged, #1)",Tamora Pierce,2005,4.15,16730
345530411,"The Secret Race: Inside the Hidden World of the Tour de France: Doping, Cover-ups, and Winning at All Costs","Tyler Hamilton, Daniel Coyle",2012,4.32,8711
142002038,"Doctor No (James Bond, #6)",Ian Fleming,1958,3.76,10569
62291408,Ripper,"Isabel Allende, Oliver Brock, Frank Wynne",2013,3.24,8919
9649051759,???? ???? ??????,Samad Behrangi,1965,4.11,5364
141181362,Fifth Business,Robertson Davies,1970,4.04,11651
618829253,"Hello, Cupcake","Alan    Richardson, Karen Tack",2008,4.05,10653
1439133913,"Monster Hunter Vendetta (Monster Hunter International, #2)",Larry Correia,2010,4.24,12109
752865366,Nights of Rain and Stars,Maeve Binchy,2004,3.67,12365
61944394,"Big Nate on a Roll (Big Nate Novels, #3)",Lincoln Peirce,2009,4.32,9873
1467964409,"Wife by Wednesday (The Weekday Brides, #1)",Catherine Bybee,2011,3.77,10586
804467250,"The New Bedside, Bathtub and Armchair Companion to Agatha Christie","Dick Riley, Pam McAllister, Bruce Cassiday",1979,4.23,10356
1451650051,"Shadow's Claim (Immortals After Dark, #13; The Dacians, #1)",Kresley Cole,2012,4.28,17866
034553283X,Glitter and Glue,Kelly Corrigan,2014,3.76,10841
805077642,A Night to Remember,"Walter Lord, Nathaniel Philbrick",1955,4,11475
393062627,The Lonely Polygamist,Brady Udall,2010,3.5,9773
446677167,Stormy Weather,Carl Hiaasen,1995,3.94,11452
739318926,That Old Cape Magic,"Richard Russo, Arthur Morey",2009,3.3,12095
425227944,"The Darkest Hour (KGI, #1)",Maya Banks,2010,4.17,19619
038553504X,The Devil All the Time,Donald Ray Pollock,2011,4.09,9620
60827645,"Twilight (Warriors: The New Prophecy, #5)",Erin Hunter,2006,4.3,15604
1400033888,Istanbul: Memories and the City,Orhan Pamuk,2003,3.77,9919
452286107,The Second Assistant: A Tale from the Bottom of the Hollywood Ladder,"Clare Naylor, Mimi Hare",2004,3.52,11268
140436146,Martin Chuzzlewit,"Charles Dickens, Patricia Ingham, Hablot Knight Browne",1844,3.82,11784
043985802X,"Darkness, Be My Friend (Tomorrow, #4)",John Marsden,1996,4.11,12447
449206521,Tales of the South Pacific,James A. Michener,1947,4.03,11999
330487140,A Bend in the River,V.S. Naipaul,1979,3.77,11011
553447432,Evicted: Poverty and Profit in the American City,Matthew Desmond,2016,4.48,15165
1447256239,"The Invisible Library (The Invisible Library, #1)",Genevieve Cogman,2015,3.73,12058
449911608,Saint Maybe,Anne Tyler,1991,3.88,13134
375714677,Embroideries,"Marjane Satrapi, Anjali Singh",2006,3.82,11879
618665455,Deep and Dark and Dangerous (A Ghost Story),Mary Downing Hahn,2007,4.22,12839
1416554955,"Harry, a History: The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Potter Phenomenon","Melissa Anelli, J.K. Rowling",2008,4.09,12308
545054745,Marcelo in the Real World,Francisco X. Stork,2008,3.95,14651
451190556,"The Green Mile, Part 4: The Bad Death of Eduard Delacroix",Stephen King,1996,4.52,12958
439925509,"Alcatraz Versus the Evil Librarians (Alcatraz, #1)",Brandon Sanderson,2007,3.87,13474
145210655X,Darth Vader and Son,Jeffrey Brown,2012,4.14,14005
068482471X,Darwin's Dangerous Idea: Evolution and the Meanings of Life,Daniel C. Dennett,1995,4.03,11090
8370541291,"Pani Jeziora (Saga o Wiedzminie, #7)",Andrzej Sapkowski,1999,4.28,9902
042518546X,"Open Season (Joe Pickett, #1)",C.J. Box,2001,3.91,10659
1599908735,"Palace of Stone (Princess Academy, #2)",Shannon Hale,2012,3.95,16023
812997530,Hausfrau,Jill Alexander Essbaum,2015,3.24,9949
751534552,Legally Blonde,Amanda Brown,2001,3.68,11094
006054094X,1421: The Year China Discovered America,Gavin Menzies,2002,3.58,10200
374386153,A Wrinkle in Time: The Graphic Novel,"Hope Larson, Madeleine L'Engle",2012,3.95,12337
679767959,Heartburn,Nora Ephron,1983,3.57,12503
316211338,Tigers in Red Weather,Liza Klaussmann,2012,3.42,10800
451210743,Hornet Flight,Ken Follett,2002,3.83,11362
99464691,"The White Lioness (Kurt Wallander, #3)","Henning Mankell, Laurie Thompson",1993,3.84,10678
553290983,"Elven Star (The Death Gate Cycle, #2)","Margaret Weis, Tracy Hickman",1990,3.98,13576
802170374,Flight,Sherman Alexie,2007,3.89,12016
631231277,Philosophical Investigations,"Ludwig Wittgenstein, G.E.M. Anscombe",1953,4.23,9403
312187149,"Enemy of God (The Warlord Chronicles, #2)",Bernard Cornwell,1996,4.38,8664
609804618,Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News Source,"Scott Dikkers, Maria Schneider, John Krewson, Robert Siegel, David Javerbaum, Todd Hanson, Carol Kolb, Mike Loew, Tim Harrod",1998,4.18,10999
60521600,Ice Hunt,James Rollins,2003,4.04,12302
425212017,"Strange Candy (Anita Blake, Vampire Hunter #0.5)",Laurell K. Hamilton,2006,3.74,14468
312997124,First Among Equals,Jeffrey Archer,1983,3.87,11171
553374117,Black Holes and Baby Universes,Stephen Hawking,1993,4.09,9477
6473296,"The Chronicles of Thomas Covenant, the Unbeliever (The Chronicles of Thomas Covenant the Unbeliever, #1-3)",Stephen R. Donaldson,1977,3.78,12122
425243915,"Archangel's Blade (Guild Hunter, #4)",Nalini Singh,2011,4.26,20804
671739166,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,Will Durant,1926,4.09,8618
679724532,The Gnostic Gospels,Elaine Pagels,1979,3.93,11216
385338902,How to Talk to a Widower,Jonathan Tropper,2007,3.97,9884
345324390,"The Gods of Mars (Barsoom, #2)",Edgar Rice Burroughs,1913,3.86,10859
1442364459,"The Survivor (Mitch Rapp, #14)","Vince Flynn, Kyle Mills, Armand Schultz",2015,4.2,6945
575100133,Kiss of Snow (Psy-Changeling #10),Nalini Singh,2011,4.47,18759
802122515,An Untamed State,Roxane Gay,2014,4.05,10809
374116342,Breath,Tim Winton,2008,3.8,10233
890420254,Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR,American Psychiatric Association,1952,3.87,10114
6514944,"A Monstrous Regiment of Women (Mary Russell, #2)",Laurie R. King,1995,4.04,15363
312850530,"Alvin Journeyman (Tales of Alvin Maker, #4)",Orson Scott Card,1995,3.72,12663
1423183096,"Rose Under Fire (Code Name Verity, #2)",Elizabeth Wein,2013,4.13,13526
1413903177,"Yotsuba&!, Vol. 01 (Yotsuba&! #1)","Kiyohiko Azuma, ??? ????",2003,4.34,12754
803283857,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,"Black Elk, John G. Neihardt",1932,4.13,8888
385529376,"The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius and Betrayal",Ben Mezrich,2009,3.5,9400
034083384X,"The Sleeping Doll (Kathryn Dance, #1)",Jeffery Deaver,2007,3.92,11895
084394952X,"Dark Legend (Dark, #8)",Christine Feehan,2002,4.33,16196
1401200605,"Batman: Hush, Vol. 1","Jeph Loeb, Jim Lee, Scott Williams",2002,4.1,31527
778313654,One Breath Away,Heather Gudenkauf,2012,3.98,13179
743292511,The Devil's Punchbowl,Greg Iles,2009,4.05,10626
142500593,"Empress of the World (Battle Hall Davies, #1)",Sara Ryan,2001,3.73,11076
345507460,"Welcome to the Jungle (The Dresden Files, #0.5)",Jim Butcher,2008,4.09,13833
553803190,"Blackout (All Clear, #1)",Connie Willis,2010,3.83,14665
307393879,The Red Garden,Alice Hoffman,2011,3.69,13236
1405204664,Babar the King,Jean de Brunhoff,1933,4.18,14296
006174266X,Ungifted,Gordon Korman,2012,4,11956
1400031605,Noises Off,Michael Frayn,1982,4.18,12709
440225450,The Final Detail (Myron Bolitar #6),Harlan Coben,1999,4,11989
380817934,"Olympos (Ilium, #2)",Dan Simmons,2005,3.93,11393
802715524,A History of the World in 6 Glasses,Tom Standage,2005,3.74,10473
451470893,The Sound of Glass,Karen   White,2015,3.98,9755
446697435,The Widow of the South,Robert Hicks,2005,3.75,12419
1414358466,Courageous,"Randy Alcorn, Alex Kendrick, Stephen Kendrick",2011,4.53,9409
763644102,The Magician's Elephant,"Kate DiCamillo, Yoko Tanaka",2009,3.82,14726
345477243,Back When We Were Grownups,Anne Tyler,2001,3.51,13416
097496090X,The Dead,James Joyce,1914,4.09,11279
1606840584,"The Lost Saint (The Dark Divine, #2)",Bree Despain,2010,4.04,15328
553807145,Relentless,Dean Koontz,2009,3.71,12416
038070613X,"Taliesin (The Pendragon Cycle, #1)",Stephen R. Lawhead,1987,3.98,12435
446695645,Basket Case,Carl Hiaasen,2002,3.81,11909
812532597,"The Memory of Earth (Homecoming, #1)",Orson Scott Card,1992,3.56,13107
006170654X,Wench,Dolen Perkins-Valdez,2009,3.68,12250
451412702,"Curse the Dawn (Cassandra Palmer, #4)",Karen Chance,2009,4.16,18032
805423516,Praying God's Word: Breaking Free From Spiritual Strongholds,Beth Moore,2000,4.45,9530
679772669,In the Skin of a Lion,Michael Ondaatje,1987,3.88,11289
5559608475,Jack: Straight from the Gut,"Jack Welch, John A. Byrne, Mike Barnicle",2001,3.79,9781
60256575,The Missing Piece Meets the Big O ,Shel Silverstein,1981,4.32,9056
60997028,Life is Elsewhere,"Milan Kundera, Aaron Asher",1969,3.95,8834
345468694,Blessings,Anna Quindlen,2002,3.56,12480
373776985,"Wicked Nights (Angels of the Dark, #1)",Gena Showalter,2012,4.11,17942
886774012,Magic's Promise (Valdemar: Last Herald-Mage #2),Mercedes Lackey,1990,4.2,16547
1250010136,Most Wanted,Lisa Scottoline,2016,3.56,10007
545415071,"Underworld (Abandon, #2)",Meg Cabot,2012,3.89,17878
1416575642,Food Matters: A Guide to Conscious Eating with More Than 75 Recipes,Mark Bittman,2008,3.97,10408
340752475,Coming Home,Rosamunde Pilcher,1995,4.27,11355
842332359,"Glorious Appearing: The End of Days (Left Behind, #12)","Tim LaHaye, Jerry B. Jenkins",2004,3.96,10474
399159312,"Silken Prey (Lucas Davenport, #23)",John Sandford,2013,4.16,10456
399157700,"Mad River (Virgil Flowers, #6)",John Sandford,2012,4.17,11286
679759328,Hotel du Lac,Anita Brookner,1984,3.56,11066
452276721,"The Ghost Road (Regeneration, #3)",Pat Barker,1995,4.11,11723
553211587,Pudd'nhead Wilson,Mark Twain,1893,3.74,11014
1888009039,Metaphysics,"Aristotle, Joe Sachs",-330,4,10112
1250021529,If You Find Me,Emily Murdoch,2013,4.06,13683
044669570X,"Native Tongue (Skink, #2)",Carl Hiaasen,1991,3.94,10717
312147015,The Persian Pickle Club,Sandra Dallas,1995,3.78,13732
373210043,"My Soul to Save (Soul Screamers, #2)",Rachel Vincent,2009,3.98,18243
141319623,"The Worst Witch (Worst Witch, #1)",Jill Murphy,,3.94,13003
689717385,The Relatives Came,"Cynthia Rylant, Stephen Gammell",1985,4.2,13099
340682388,What I Loved,Siri Hustvedt,2002,4.02,9974
1416983309,Tilt,Ellen Hopkins,2012,4.2,12141
345491149,"Dragonheart (Pern, #21)",Todd J. McCaffrey,2008,4.14,10996
149033274X,"Conquer Your Love (Surrender Your Love, #2)",J.C. Reed,2013,4.01,16089
142401447,"Pearls of Lutra (Redwall, #9)",Brian Jacques,1996,3.99,15605
670020478,The Element: How Finding Your Passion Changes Everything,"Ken Robinson, Lou Aronica",2009,3.89,9074
670025771,The Secret Chord,Geraldine Brooks,2015,3.55,9228
1484721349,The Staff of Serapis (Percy Jackson & Kane Chronicles Crossover #2),Rick Riordan,2014,4.31,11947
1482658143,A Different Blue,Amy Harmon,2013,4.22,14183
1416544186,Downtown Owl,Chuck Klosterman,2008,3.53,9666
345459210,Halo: The Flood,William C. Dietz,2003,3.69,9709
345397673,"Antrax (Voyage of the Jerle Shannara, #2)",Terry Brooks,2001,3.94,12947
375755195,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,2001,4.24,10999
62048546,"Once (Eve, #2)",Anna Carey,2012,3.9,15315
671876465,"Mirror Dance (Vorkosigan Saga, #8)",Lois McMaster Bujold,1994,4.32,14391
312363044,Agnes and the Hitman,"Jennifer Crusie, Bob Mayer",2007,3.93,15848
1596914521,Logicomix: An epic search for truth,"Apostolos Doxiadis, Christos H. Papadimitriou, Alecos Papadatos, Annie Di Donna",2009,4.01,11004
2246760011,HHhH,Laurent Binet,2009,4.07,7765
62305190,The Residence: Inside the Private World of the White House,Kate Andersen Brower,2015,3.75,8841
345540875,The Life List,Lori Nelson Spielman,2013,4.08,8301
61797081,"The Rising (Darkness Rising, #3)",Kelley Armstrong,2013,4.13,17452
679417370,Buddenbrooks: The Decline of a Family,"Thomas Mann, John E. Woods, T.J. Reed",1901,4.13,12049
1406507881,Uncle Vanya,Anton Chekhov,1897,3.84,11418
031609739X,The Christmas Wedding,"James Patterson, Richard DiLallo",2011,3.32,12736
441010288,"The Lost Years (The Lost Years of Merlin, #1)",T.A. Barron,1996,3.97,12146
778325644,"Storm Glass (Glass, #1)",Maria V. Snyder,2009,3.95,18218
014118616X,"The Sea, the Sea","Iris Murdoch, Mary Kinzie",1978,3.9,10849
1475145578,"Eden (Providence, #3)",Jamie McGuire,2011,4.17,15420
689857977,"Among the Enemy (Shadow Children, #6)",Margaret Peterson Haddix,2005,4.16,14836
670032085,Financial Peace Revisited,Dave Ramsey,1992,4.31,10914
671888587,I'll Be Seeing You,Mary Higgins Clark,1993,3.79,13804
307461181,This Time Together: Laughter and Reflection,Carol Burnett,2010,4.05,10609
140280464,My Year of Meats,Ruth Ozeki,1998,3.93,10297
446696161,Fledgling,Octavia E. Butler,2005,3.9,11792
385337388,The House of God,"Samuel Shem, John Updike",1978,3.95,8812
439874025,Echo,Pam Muñoz Ryan,2015,4.36,14864
039953346X,Wreck This Journal,Keri Smith,2007,4.19,10012
60007761,The Gulag Archipelago 1918-1956,"Aleksandr Solzhenitsyn, Edward E. Ericson Jr.",1973,4.15,10693
874778883,Seven Years in Tibet,Heinrich Harrer,1952,4.05,11283
307270742,Commencement ,J. Courtney Sullivan,2009,3.36,12653
439395623,"The Bar Code Tattoo (Bar Code, #1)",Suzanne Weyn,2004,3.55,14037
1451649916,"MacRieve (Immortals After Dark, #14)",Kresley Cole,2013,4.3,17488
446546313,Oogy: The Dog Only a Family Could Love,Larry Levin,2009,4.04,10273
037572737X,"American Tabloid (Underworld USA, #1)",James Ellroy,1995,4.21,10193
1442408626,"The Fallen and Leviathan (The Fallen, #1-2)",Thomas E. Sniegoski,2010,3.74,13676
345419391,"The Renegades of Pern (Pern, #10)",Anne McCaffrey,1989,3.84,14387
156005204,Baltasar and Blimunda,"José Saramago, Giovanni Pontiero",1982,3.9,5321
688044026,The Cake Bible,"Rose Levy Beranbaum, Maria Guarnaschelli, Vincent Lee, Manuela Paul, Dean G. Bornstein",1988,4.2,9412
1484709012,"Serafina and the Black Cloak (Serafina, #1)",Robert  Beatty,2015,3.9,12256
1857239407,A New Hope  (Star Wars: Novelizations #4),"Alan Dean Foster, George Lucas",1976,4.07,10647
345498208,Summer House,Nancy Thayer,2009,3.91,11460
1592400825,Almost French: Love and a New Life in Paris,Sarah Turnbull,2003,3.68,10668
